entity_id,name_en,name_ru,name_ar,name_zh,name_ja,name_he,name_hi,name_el,name_ko
Q100324901,Adolphe Peemans,,,,,,,,
Q100324902,Henri Peltzer,,,,,,,,
Q100324903,Oscar Peltzer,,,,,,,,
Q100324904,Josse Pepermans,,,,,,,,
Q100324905,Jules Persenaire,,,,,,,,
Q100324906,Louis Petryns,,,,,,,,
Q100324907,Charles Phillips - Orban,,,,,,,,
Q100324908,François Pianetti,,,,,,,,
Q100324909,Oscar Piedquin,,,,,,,,
Q100324910,Félix Pierlot,,,,,,,,
Q100324911,Henri Pinsonnat,,,,,,,,
Q100324912,Jules Pirlot,,,,,,,,
Q100324913,Victor Plumier,,,,,,,,
Q100324914,Jean-Frédéric Plücker,,,,,,,,
Q100324915,Charles Potaux - Haas,,,,,,,,
Q100324916,Athanase Pottié,,,,,,,,
Q100324917,Emile Quoidbach,,,,,,,,
Q100324918,Jacques Radoux,,,,,,,,
Q100324919,Antoine Raoult,,,,,,,,
Q100324920,Charles Rassart,,,,,,,,
Q100324921,Jean-Henri Regnier - Piedboeuf,,,,,,,,
Q100324922,Félix Remacle,,,,,,,,
Q100324923,Edouard Renoz,,,,,,,,
Q100324924,Pierre Norbert Rentiers,,,,,,,,
Q100324925,Ashot Hovhannisyan,Ашот Оганесян,,,,,,,
Q100324926,Lambert Respen,,,,,,,,
Q100324927,Jules Reynkens,,,,,,,,
Q100324928,Ernest Rodberg,,,,,,,,
Q100324930,Charles Roersch,,,,,,,,
Q100324933,Achille Rolin,,,,,,,,
Q100324934,Georges Romdenne,,,,,,,,
Q100324935,Léonce Rommelaere,,,,,,,,
Q100324936,Guillaume Ronchesne,,,,,,,,
Q100324937,Antoinette Roose,,,,,,,,
Q100324938,Virginie Roose,,,,,,,,
Q100324939,Ernest Roselle,,,,,,,,
Q100324940,Diomède Rottier,,,,,,,,
Q100324941,Alfred Rucquoy,,,,,,,,
Q100324943,Henri Sabbe,,,,,,,,
Q100324944,Achille Sacré - Smits,,,,,,,,
Q100324945,Gilbert Adolphe Sampson,,,,,,,,
Q100324946,Jules Sano,,,,,,,,
Q100324947,Albert Sarens,,,,,,,,
Q100324948,Alfred Schaar,,,,,,,,
Q100324951,Jean Alexandre Schelfhoudt,,,,,,,,
Q100324952,Fréderic Schoeffter,,,,,,,,
Q100324953,Emile Schrey,,,,,,,,
Q100324954,Charles Schurmans,,,,,,,,
Q100324955,Henri Schüler,,,,,,,,
Q100324956,Richard Schüttringer,,,,,,,,
Q100324957,Edmond Sente,,,,,,,,
Q100324958,Joseph-Arnold Servais,,,,,,,,
Q100324959,Remi Six,,,,,,,,
Q100324960,Eugène Slosse,,,,,,,,
Q100324961,Jan Slosse,,,,,,,,
Q100324962,Jules Slosse,,,,,,,,
Q100324964,François Smaelen,,,,,,,,
Q100324965,Lambert Soiron,,,,,,,,
Q100324966,Omer Spanoghe,,,,,,,,
Q100324968,Victor Spanoghe,,,,,,,,
Q100324969,Victor Speelman,,,,,,,,
Q100324970,Léon Speltinckx,,,,,,,,
Q100324971,Alfred Spitaels,,,,,,,,
Q100324972,Eudoxie Spyns,,,,,,,,
Q100324973,Jean-Baptiste Stacquet,,,,,,,,
Q100324974,Melchior Stacquet,,,,,,,,
Q100324975,Jules Staelenberg,,,,,,,,
Q100324976,Léon Stappers,,,,,,,,
Q100324977,Victor Stas de Richelle,,,,,,,,
Q100324978,Louis Steinmann,,,,,,,,
Q100324979,Jules Sterck,,,,,,,,
Q100324981,Arnold Stiels,,,,,,,,
Q100324982,Arne K. Grislingås,,,,,,,,
Q100324983,André Straus,,,,,,,,
Q100324984,Auguste Swaen,,,,,,,,
Q100324985,T'Servrancx Fils,,,,,,,,
Q100324986,Dominique Tackels,,,,,,,,
Q100324987,Léopold Tassin,,,,,,,,
Q100324988,Joseph Tasson,,,,,,,,
Q100324989,Theo. Tecqmenne,,,,,,,,
Q100324990,François Tessaro,,,,,,,,
Q100324991,Polydore Théry,,,,,,,,
Q100324992,Ernest Thill,,,,,,,,
Q100324993,Alphonse Thirion,,,,,,,,
Q100324994,Victor Tiange,,,,,,,,
Q100324995,Willy Tolkowsky,,,,,,,,
Q100324996,Jean-Baptiste Tossyn,,,,,,,,
Q100324997,Emile Trasenster,,,,,,,,
Q100324998,Emile Trépagne,,,,,,,,
Q100324999,Armand Turlot,,,,,,,,
Q100325,Matthias Glasner,Маттиас Гласнер,,马提亚·甘斯勒,,,,,마티아스 글라스너
Q100325001,Maurice Ummels,,,,,,,,
Q100325002,Georges Uytterschaut,,,,,,,,
Q100325003,Emile Vaes,,,,,,,,
Q100325004,Georges Vaes,,,,,,,,
Q100325005,Guillaume Van Assche,,,,,,,,
Q100325006,Gustave Van Bellingen,,,,,,,,
Q100325007,Jacques Van Berkestyn,,,,,,,,
Q100325008,Madame Jacques Van Berkestyn,,,,,,,,
Q100325009,Alphonse Van Besten,,,,,,,,
Q100325010,Alfred Van Bever,,,,,,,,
Q100325011,Jean-Baptiste Van Biesbroeck,,,,,,,,
Q100325012,Charles Van Boghout,,,,,,,,
Q100325013,René Van Caloen de Basseghem,,,,,,,,
Q100325014,Hippolyte Van de Kerckhove,,,,,,,,
Q100325015,Jean Van de Vin,,,,,,,,
Q100325017,Carlo Van den Abeele,,,,,,,,
Q100325018,Gustave Van den Wildenbergh,,,,,,,,
Q100325019,Georges Van Dromme,,,,,,,,
Q100325020,Prudent Van Duyse,,,,,,,,
Q100325021,Frédéric Van Eechout,,,,,,,,
Q100325022,Nicolas Van Hees,,,,,,,,
Q100325023,John Van Koetsem,,,,,,,,
Q100325024,Charles Van Laer,,,,,,,,
Q100325025,Georges van Léaucourt,,,,,,,,
Q100325026,Pierre François Van Malderen,,,,,,,,
Q100325027,Herman Van Marcke,,,,,,,,
Q100325030,Georges Van Peene,,,,,,,,
Q100325031,Piet Van Renterghem,,,,,,,,
Q100325032,William Van Renynghe de Voxrie,,,,,,,,
Q100325033,Dorsan Van Reysschoot,,,,,,,,
Q100325034,Auguste Van Roosendael,,,,,,,,
Q100325035,Eugène Van Rossom,,,,,,,,
Q100325036,Aloïs Van Son,,,,,,,,
Q100325037,Albert Van Vyve,,,,,,,,
Q100325038,Ernest van Zuylen,,,,,,,,
Q100325039,Paul Van Zuylen,,,,,,,,
Q100325040,Armand Henri Vandencamp,,,,,,,,
Q100325041,Joseph Vandenhoff,,,,,,,,
Q100325042,Robert Vandenhove,,,,,,,,
Q100325043,Arnold Vander Haeghen,,,,,,,,
Q100325044,Joseph Vander Heyden,,,,,,,,
Q100325045,Cyrille Vander Sypt - Boute,,,,,,,,
Q100325046,Hyacinthe Vanderhaegen,,,,,,,,
Q100325047,Marcel Vanderkindere,,,,,,,,
Q100325048,Léopold Vanderstraeten,,,,,,,,
Q100325049,Ernest Vandeveld,,,,,,,,
Q100325050,Edouard Vandewattyne,,,,,,,,
Q100325051,Isidore Vannes,,,,,,,,
Q100325052,Désiré Veeckman,,,,,,,,
Q100325053,Charles Verbaet,,,,,,,,
Q100325054,Joseph Verbruggen,,,,,,,,
Q100325055,François Vercauteren,,,,,,,,
Q100325056,Georges Verhaege de Naeyer,,,,,,,,
Q100325057,Louis Verhoogen,,,,,,,,
Q100325058,Gustave Verhulst,,,,,,,,
Q100325059,Silvain Vermeer,,,,,,,,
Q100325060,Théophile Vermeersch,,,,,,,,
Q100325061,Edmond Vermeylen,,,,,,,,
Q100325062,Ernest Verstraeten,,,,,,,,
Q100325063,Remi Verstreken,,,,,,,,
Q100325064,Max von der Becke,,,,,,,,
Q100325065,Charles Waldack,,,,,,,,
Q100325066,Constant Wante,,,,,,,,
Q100325067,Jef Wante,,,,,,,,
Q100325068,Alphonse Watrigant,,,,,,,,
Q100325069,Alfons Watteyne,,,,,,,,
Q100325070,Adolphe Wetrems,,,,,,,,
Q100325071,Ernest Wettrens,,,,,,,,
Q100325072,Lucien Willemse,,,,,,,,
Q100325074,Jules Willenz,,,,,,,,
Q100325075,Joseph Wilmotte,,,,,,,,
Q100325076,Camille Winssinger,,,,,,,,
Q100325077,Amédée Wollants,,,,,,,,
Q100325078,Pierre then Veuve Wouters - De Cauter,,,,,,,,
Q100325079,Victor Wouters,,,,,,,,
Q100325080,Paul Wynen,,,,,,,,
Q100325081,Elie Wyngaard,,,,,,,,
Q100325082,Pierre Edouard Wyns,,,,,,,,
Q100325083,Victor Yseux,,,,,,,,
Q100325084,Léonard Hubert Zeyen,,,,,,,,
Q100325086,Albert Ziane,,,,,,,,
Q100325088,Auguste Zoude,,,,,,,,
Q100325094,James Gracey Murphy,,,,,,,,
Q100325101,"William de Peyster, Jr.",,,,,,,,
Q100325102,Margareta de Peyster,,,,,,,,
Q100325107,"William de Peyster, Sr.",,,,,,,,
Q100325112,Judson C. Groshong,,,,,,,,
Q100325114,Catherina Rutgers,,,,,,,,
Q100325119,Ahmet Arslaner,,,,,,,,
Q100325125,Zinnur Sarı,,,,,,,,
Q100325144,Shelagh Gaddum Cotton,,,,,,,,
Q100325165,Alexandre Grasseli,,,,,,,,
Q100325184,Fiodar Fiodarau,,,,,,,,
Q100325191,Serdar Bozkurt,,,,,,,,
Q100325193,Abdulrahman Bashir,,,,,,,,
Q100325200,César Carballeira Domínguez,,,,,,,,
Q100325222,Dimitar Petkov,,,,,,,,
Q100325223,Ratheesh Balakrishnan,,,,,,,,
Q100325225,Yorxe,,,,,,,,
Q100325232,Roselyne Dupont-Roc,,,,,,,,
Q100325238,Jacques Dupont-Roc,,,,,,,,
Q100325248,Tatiana Krasnoborod'ko,Татьяна Ивановна Краснобородько,,,,,,,
Q100325255,David T. Grove,,,,,,,,
Q100325258,Vicente Autiero,,,,,,,,
Q100325262,Mike Clare,,,,,,,,
Q100325263,Silvana Espiga,,,,,,,,
Q100325287,Wanda Wolska,,,,,,,,
Q100325331,Giona A. Nazzaro,,,,,,,,
Q100325382,Leon de Rada,,,,,,,,
Q1003254,Buket Bengisu,,,,,,,,
Q100325417,Portia Robinson,,,,,,,,
Q100325469,Margarita Cruzat,,,,,,,,
Q100325470,Vojislav Petrović,,,,,,,,
Q100325478,Liu Chang,,,刘畅 (男演员),劉暢,,,,류창
Q100325482,Petr Jaroš,,,,,,,,
Q100325504,Florian Dauphin,,,,,,,,
Q100325509,Julius Lauterbach,,,,,,,,
Q100325560,Vagharshak Ghevondyan,Вагаршак Гевондян,,,,,,,
Q100325676,Juana Ridington,,,,,,,,
Q100325714,Kerstin Enbom,,,,,,,,
Q100325810,Henrik Ghevondyan,Генрик Гевондян,,,,,,,
Q100325885,Peta Katz,,,,,,,,
Q100325919,Jane Abbott,,,,,,,,
Q100325949,John Abbott,,,,,,,Τζον Άμποτ,
Q100325954,Anne Mauleverer,,,,,,,,
Q100325958,Edmund Mauleverer,,,,,,,,
Q100325961,"James Mauleverer, of Arncliffe",,,,,,,,
Q100325964,"William Mauleverer, of Arncliffe Hall",,,,,,,,
Q100325967,"Sir Edmund Mauleverer, of Arncliffe Hall",,,,,,,,
Q100325972,Sir William Mauleverer,,,,,,,,
Q100325974,Alice de Markenfield,,,,,,,,
Q100325977,"Sir Ninian de Markenfield, of Ripon",,,,,,,,
Q100325980,Dorothy Gascoigne,,,,,,,,
Q100325982,Mary Danby,,,,,,,,
Q100325991,Eleanor Aldeburgh,,,,,,,,
Q100325993,"Richard Aldeburgh, of Aldbrough",,,,,,,,
Q100325996,"Richard Aldeburgh, of Aldeburgh",,,,,,,,
Q100325998,"Sir Richard Aldeburgh, of Aldeburgh",,,,,,,,
Q100326,Johann Friedrich Fischer,,يوهان فيشر,,,,,,
Q100326000,"Joan|Jane Fairfax, of Walton",,,,,,,,
Q100326002,"Jane Mauleverer, of Wothersome",,,,,,,,
Q100326007,"James Mauleverer, of Wothersome",,,,,,,,
Q100326011,Anne Wycliffe,,,,,,,,
Q100326015,Eleanor Goldesborough,,,,,,,,
Q100326017,"Thomas Goldesborough, of Goldesborough",,,,,,,,
Q100326020,Richard Goldesborough,,,,,,,,
Q100326022,Agnes|Anne Ingleby,,,,,,,,
Q100326026,"Jane Boynton, of Acclam",,,,,,,,
Q100326028,"Thomas Boynton, of Acclam",,,,,,,,
Q100326030,Cecily Strangways,,,,,,,,
Q100326033,Beatrice Hutton,,,,,,,,
Q100326036,Anne Pearson,,,,,,,,
Q100326044,Abraham Mordechai Gottlieb,,ابرهم غوتليب,,,אברהם מרדכי גוטליב,,,
Q100326086,Václav Stein,,,,,,,,
Q100326095,Branwen Okpako,,,,,,,,
Q100326112,Justus de Goede,,,,,,,,
Q100326219,Takako Shimizu,,,,清水貴子,,,,
Q100326317,William Bernstein,,,,,,,,
Q100326320,"Sir Richard Aldeburgh, of Aldeburgh",,,,,,,,
Q100326325,Richard Aldeburgh,,,,,,,,
Q100326330,Richard Aldeburgh,,,,,,,,
Q100326332,Margaret Rocliffe,,,,,,,,
Q100326333,Sir Robert Rocliffe (Rowcliffe),,,,,,,,
Q100326334,Constance Malbis,,,,,,,,
Q100326336,Agnes Plumpton,,,,,,,,
Q100326337,Sir William Plumpton,,,,,,,,
Q100326339,Elizabeth Stapleton,,,,,,,,
Q100326340,"Sir Brian Stapleton, of Carlton",,,,,,,,
Q100326342,"Sir Brian 'junior' Stapleton, of Carlton",,,,,,,,
Q100326345,Agnes Godard (Goodard),,,,,,,,
Q100326346,"Sir John Godard, of Bransholme",,,,,,,,
Q100326348,Constance Sutton,,,,,,,,
Q100326352,"Thomas Fairfax, of Walton",,,,,,,,
Q100326353,Margaret Malbis (Malbysse),,,,,,,,
Q100326359,Elizabeth Erghom,,,,,,,,
Q100326378,Francisco Alberto Cervantes Díaz,,,,,,,,
Q100326381,Agnes Harington,,,,,,,,
Q100326382,Matilda|Alice Hamerton,,,,,,,,
Q100326388,"Sir Richard|Thomas Radcliffe (Radclyffe), of Winmarleigh",,,,,,,,
Q100326390,"Sir Thomas Radclyffe, of Winmarleigh",,,,,,,,
Q100326392,Elena de Tyldesley,,,,,,,,
Q100326393,Margaret,,,,,,,,
Q100326395,"Robert Mauleverer, of Wothersome, Yorkshire",,,,,,,,
Q100326396,"Edmund Mauleverer, of Wothersome",,,,,,,,
Q100326398,"Sir Robert Mauleverer, of Wothersome",,,,,,,,
Q100326399,Joan,,,,,,,,
Q100326400,Eleanor Strangways,,,,,,,,
Q100326405,"Joan Vavasour, of Hazlewood",,,,,,,,
Q100326413,"Robert Conyers, of Sockburn",,,,,,,,
Q100326414,Isabel Pert,,,,,,,,
Q100326421,Robert Wycliffe,,,,,,,,
Q100326423,John Wycliffe,,,,,,,,
Q100326424,Sir William Wycliffe,,,,,,,,
Q100326426,Anne Rokeby,,,,,,,,
Q100326429,"Margery Conyers, of Hornby",,,,,,,,
Q100326434,"Sir Robert Bowes, of Streatlam",,,,,,,,
Q100326436,"Joan Conyers, of Ormsby",,,,,,,,
Q100326440,"Sir Richard Goldsborough, of Goldsborough",,,,,,,,
Q100326441,Thomas Goldsborough,,,,,,,,
Q100326442,Richard Goldsborough,,,,,,,,
Q100326443,Sir Richard Goldsborough,,,,,,,,
Q100326445,Joan,,,,,,,,
Q100326446,Elizabeth Norton,,,,,,,,
Q100326447,Joan Chaworth,,,,,,,,
Q100326449,"William Chaworth, of Alfreton",,,,,,,,
Q100326452,"Elizabeth Vavasour, of Hazlewood",,,,,,,,
Q100326453,Noah Graber,,نواه غرابر,,,,,,
Q100326459,Euphemia Aske,,,,,,,,
Q100326464,"Sir William Ingleby, of Ripley",,,,,,,,
Q100326466,"Sir William Ingleby, of Ripley",,,,,,,,
Q100326467,Thomas Ingleby,,,,,,,,
Q100326468,Ellen|Eleanor|Marion Holme,,,,,,,,
Q100326469,Joan Stapleton,,,,,,,,
Q100326472,"Sir James 'the Elder' Strangways, of West Harsley, Yorks",,,,,,,,
Q100326474,Joan|Jane Orrell,,,,,,,,
Q100326477,Katherine Stillington,,,,,,,,
Q100326478,"John Thomas Stillington, of Acaster",,,,,,,,
Q100326479,"John Stillington, of Nether Acaster",,,,,,,,
Q100326480,Katherine Holthorp,,,,,,,,
Q100326481,John Holthorp,,,,,,,,
Q100326482,"Jeannette|Janet Percival, of Ripon",,,,,,,,
Q100326483,"Henry Boynton, of Acclam & Barmston",,,,,,,,
Q100326484,"Sir Thomas Boynton, of Acclam",,,,,,,,
Q100326485,"William Boynton, of Acclam",,,,,,,,
Q100326486,Jane Harding,,,,,,,,
Q100326488,Simon Harding (Hardinge),,,,,,,,
Q100326489,Isabel Normanville,,,,,,,,
Q100326490,"Sir Norman Normanville, of Kilnwick (Killingwick), Yorks",,,,,,,,
Q100326491,Margaret Say (de la See),,,,,,,,
Q100326496,John Monceaux (Mountseny),,,,,,,,
Q100326497,Margaret Spenser,,,,,,,,
Q100326498,Sir Christopher Spenser,,,,,,,,
Q100326499,"James Strangways, of Sneaton",,,,,,,,
Q100326501,"Henry Strangways, of Strangwyche",,,,,,,,
Q100326502,NN,,,,,,,,
Q100326503,"Nicholas Orrell, of Orrell Hall",,,,,,,,
Q100326504,Ellen Stanley,,,,,,,,
Q100326506,Ann Conyers,,,,,,,,
Q100326507,"Sir Robert Conyers, of Ormesby",,,,,,,,
Q100326508,Elizabeth|Isabella Eure,,,,,,,,
Q100326509,Alianor,,,,,,,,
Q100326511,Loyal N. Gould,,,,,,,,
Q100326513,Felipa Osuna,,,,,,,,
Q100326514,Jane Burr Peterson,,,,,,,,
Q100326518,Rachel Evans,,,,,,,,
Q100326519,Jane Ridgway,,,,,,,,
Q100326520,Alan Jousseaume,Алан Жуссом,,,,,,,
Q100326524,Emilia Vancini,,,,,,,,
Q100326527,Rudolf Jelinek,,,,,,,,
Q100326533,Fanny Lamminen,,,,,,,,
Q100326539,Pete Werner,,,,,,,,
Q100326551,William P. Gruzenski,,,,,,,,
Q100326554,Englesia|Engaret Dymoke,,,,,,,,
Q100326558,Alice de Boys,,,,,,,,
Q100326560,Thomas Denebaud (Deneband),,,,,,,,
Q100326561,Joan Brent,,,,,,,,
Q100326562,Richard l'Arcedekne,,,,,,,,
Q100326564,John Pyllond,,,,,,,,
Q100326566,Rafael Álvarez Serrano,,,,,,,,
Q100326571,Edward Coriton (Coryton),,,,,,,,
Q100326574,"William Coriton (Coryton), of Coryton & Newton-Ferrars",,,,,,,,
Q100326575,Agnes Tremayne,,,,,,,,
Q100326576,Jorge Lafuente Velázquez,,,,,,,,
Q100326577,"Joan Bodulgate, of Tremelake",,,,,,,,
Q100326578,"Stephen Bodulgate, of Tremelake",,,,,,,,
Q100326579,Katherine Stofford,,,,,,,,
Q100326580,"Philip Stofford, of Stofford, Devon",,,,,,,,
Q100326581,John Cobleigh,,,,,,,,
Q100326582,"John Cobleigh, of Brightley",,,,,,,,
Q100326583,Henry Cobleigh,,,,,,,,
Q100326584,Anne,,,,,,,,
Q100326585,Alice Cockworthy,,,,,,,,
Q100326587,"John Cokeworthy (Cockworthy), of Yarnscombe, Devon",,,,,,,,
Q100326588,Reinhard Pospischil,,,,,,,,
Q100326589,Margery,,,,マージェリー,,,,
Q100326593,Charles Honoré Gustave Meyrier,,,,,,,,
Q100326600,"Lancelin I, Seigneur de Beaugency","Ланселин I, сеньор де Божанси",,,,,,,
Q100326601,Robert dit Brochard de Château-du-Loir,Робер де Шато-дю-Луар,,,,,,,
Q100326602,Elisabeth,Элизабет де Шато-дю-Луар,,,,,,,
Q100326603,Mathilde,Матильда,,,,,,,
Q100326611,Laurence Bâtard,,,,,,,,
Q100326612,Amelia,Амелия,,,,,,,
Q100326613,"Boson I, Vicomte de Châtellerault",,,,,,,,
Q100326614,Amélie,,,,,,,,
Q100326616,Gersende,,,,ジェルサンド,,,,
Q100326617,Ramón de Meer Pardo,,,,,,,,
Q100326620,Aénor,,,,,,,,
Q100326622,"Hugues, Sire de L'Isle-Bouchard",,,,,,,,
Q100326623,NN,,,,,,,,
Q100326627,Josceline de Bolbec,Жослин де Больбек,,,,,,,
Q100326628,Jane Abell,,,,,,,,
Q100326629,Hildeburgis,Хильдебурга,,,,,,,
Q100326630,Ponce,Понция,,,,,,,
Q100326631,Ari Weinkle,,,,,,,,
Q100326632,Ranjit Das,,,,,,,,
Q100326664,Pierre Meauze,,,,,,,,
Q100326666,Helvis or Elisabeth,Элвиза ле Корбон,,,,,,,
Q100326667,Adeliz de Bellême,Аделиза де Беллем,,,,,,,
Q100326668,"Guerin de Bellême, Seigneur de Domfront",Варин де Беллем,,,,,,,
Q100326669,"Melisende, Vicomtesse de Châteaudun",Мелисенда,,,,,,,
Q100326674,Carl-Edvard Hedelund,,,,,,,,
Q100326676,Pat Nebo,,,,,,,,
Q100326677,Adriano Gómez Molina,,,,,,,,
Q100326678,Tom Brewer,,,,,,,,
Q100326680,Charles Allard,,,,,,,,
Q100326683,Behzat Çınar,,,,,,,,
Q100326685,Mohcine Jazouli,,محسن الجزولي,,,,,,
Q100326687,Enrique Jiménez Asenjo,,,,,,,,
Q100326688,Abhay Kushwaha,,,,,,,,
Q100326690,Amy Huaud,,,,,,,,
Q100326691,Gisele,Жизель,,,,,,,
Q100326696,NN,,,,,,,,
Q100326797,Emilio Rodríguez Román,,,,,,,,
Q100326893,Paolo Castelletti,,,,,,,,
Q100326896,Victor Woithon,Виктор Войтон,,,,,,,
Q100326920,Sona Yesayan,Сона Есаян,,,,,,,
Q100326922,Louis Joseph Duthoit,,,,,,,,
Q100326956,Albert Adibekov,Альберт Адибеков,,,,,,,
Q100327,Wilhelm Spemann,,ويلهلم سبيمان,,ヴィルヘルム・シュペーマン,וילהלם שפמן,,,
Q100327017,Raymodis,,,,,,,,
Q100327069,Aghēkʻsandr Araratean,,,,,,,,
Q100327073,Sir Henry Champernowne,,,,,,,,
Q100327075,Oliver de Campo Champernown,,,,,,,,
Q100327080,Henry de Champernon,,,,,,,,
Q100327084,Rohais de Tracy,,,,,,,,
Q100327088,Wymarca,,,,,,,,
Q100327091,Dionisia English,,,,,,,,
Q100327094,Sir Gilbert English,,,,,,,,
Q100327108,John de Valletort,,,,,,,,
Q100327112,Philip de Valletort,,,,,,,,
Q100327115,NN,,,,,,,,
Q100327118,Adam le Bret,,,,,,,,
Q100327122,Alan fitzRoland,,,,,,,,
Q100327125,Roland fitzAlan,,,,,,,,
Q100327128,Maud de Goldington,,,,,,,,
Q100327131,Peter de Goldington,,,,,,,,
Q100327135,Sir John Bigbury,,,,,,,,
Q100327140,Henry Lovel,,,,,,,,
Q100327143,Eve,,,,,,,,
Q100327145,Eleanor,,,,,,,,
Q100327149,Sir John de Soules,,,,,,,,
Q100327151,Hawise Stewart,,,,,,,,
Q100327193,Kazimierz Danysz,,,,,,,,
Q100327198,Antoni Bonawentura Bujalski,,,,,,,,
Q100327204,Oreguen,,,,,,,,
Q100327208,Halina Skrobiszewska,,,,,,,,
Q100327209,Ludwik Hammen,,,,,,,,
Q100327211,Ermengarde,,,,,,,,
Q100327213,Hieronim Feldmanowski,,,,,,,,
Q100327216,Lena Miro,Лена Миро,,,,,,,
Q100327219,Jan Konstanty Giecewicz,,,,,,,,
Q100327221,Roman Aleksander Spithal,,,,,,,,
Q100327223,Carl-Frederik Bévort,Карл-Фредерик Бевор,,卡尔-弗雷德里克·贝沃特,,,,,
Q100327224,Samuel Gottlieb Preuss,,,,,,,,
Q100327228,Czesław Teofil Janowski,,,,,,,,
Q100327230,Julian Walenty Myszkowski,,,,,,,,
Q100327231,Oskar Cynowski,,,,,,,,
Q100327235,Ferdinand Graf Attems,,,,,,,,
Q100327241,Józefa Gostkowska,,,,,,,,
Q100327244,Wacław Lesiecki,,,,,,,,
Q100327248,Otton Baehr,,,,,,,,
Q100327251,Juliusz Jakub Grosse,,,,,,,,
Q100327257,Włodzimierz Ksawery Kunowski,,,,,,,,
Q100327259,Marta Pawleta,,,,,,,,
Q100327291,Andrzej Kanon,,,,,,,,
Q100327311,Aleksander Napoleon Dorantowicz,,,,,,,,
Q100327318,Pius Rieger,,,,,,,,
Q100327323,Marek Piekarski,,,,,,,,
Q100327324,Marek Piekarski,,,,,,,,
Q100327325,Marek Piekarski,,,,,,,,
Q100327332,Zygmunt Nirnstein,,,,,,,,
Q100327338,Antoni Krechowiecki,,,,,,,,
Q100327346,Jesús María de Rotaeche,,,,,,,,
Q100327351,Kyle Orland,,,,,,,,
Q100327366,Gunnar Selberg,,,,,,,,
Q100327369,Karol Roman Brudzewski,,,,,,,,
Q100327378,Aleksander Batowski,,,,,,,,
Q100327390,Henryk Witold Przyborowski,,,,,,,,
Q1003274,Péter Fradelius,,,,,,,,
Q100327400,Andrzej Hertong,,,,,,,,
Q100327408,Bronisława Kokoszyńska,,,,,,,,
Q100327412,Marcin Chwaliszewski,,,,,,,,
Q100327416,Feliks Ignacy Mrozowski,,,,,,,,
Q100327420,Marcin Gallinius,,,,,,,,
Q100327423,Genézia Izabel Cardoso,,,,,,,,
Q100327429,Tadeusz Ignacy Horain,,,,,,,,
Q100327450,Daniel Krzysztof Kanter,,,,,,,,
Q100327464,Alfons h. Jelita Skórkowski,,,,,,,,
Q100327470,Martynian Franciszek Mozejewski,,,,,,,,
Q100327475,Alessandro Aramu,,,,,,,,
Q100327487,Stanisław Kobyłecki,,,,,,,,
Q100327502,Stefania Horwitz-walecka,,,,,,,,
Q100327505,Cyprian Wojciech Jarochowski,,,,,,,,
Q100327512,Konstanty Sawiczewski,,,,,,,,
Q100327516,Joe Bishop-Henchman,Джо Бишоп-Хенчман,,,ジョーゼフ・ビショップ＝ヘンチマン,,,,
Q100327527,Valery Chayka,,,,,,,,
Q100327574,Berit Woelfer,,,,,,,,
Q100327579,Sharon Albert,,,,,,,,
Q100327610,Sheena Watt,,,,,,,,
Q100327617,Lynnt Audoor,Линнт Аудор,ليننت أودور,,,,,,
Q100327647,Honoré Frédéric Defresne,,,,,,,,
Q100327650,Roland Stierle,,,,,,,,
Q100327655,Alexandre Egea,,,,,,,,
Q100327683,Airas Veaz,,,,,,,,
Q100327767,Fernan Rodriguez de Calheiros,,,,,,,,
Q100327866,Georg Flohr,,,,,,,,
Q100327902,Britta Erbguth,,,,,,,,
Q100327907,Heinrich Wulff,,,,,,,,
Q100327945,Lee-Anne Summers,,,,,,,,
Q100327949,Nelson Valente,,,,,,,,
Q100327958,Jacqui Chan,Жаклин Чан,,,ジャクリーン・チャン,ז'אקי צאן,,Τζάκι Τσαν,
Q100327972,Ida Qualtinger,,,,,,,,
Q100327974,Friedrich Qualtinger,,,,,,,,
Q100328,Volker Michael Strocka,,,,,,,Φόλκερ Μίκαελ Στρόκα,
Q1003280,Edit Frajt,Эдит Фрайт,,,,,,,
Q1003281,Imre Frajna,,,,,,,,
Q100328151,Philémon Cochet,,,,,,,,
Q100328183,Kseniia Semenova,,,,クセニーア・セメノワ,,,,
Q100328196,Vera Scardino,,,,,,,,
Q100328214,Johann Christoph Quandt,,,,,,,,
Q100328224,Waldemar Hellgren,,,,,,,,
Q100328225,Aline Smaani,,,,,,,,
Q100328271,Charlotte Todes,,,,,,,,
Q100328348,Aiham Ousou,Айхам Усу,أيهم أوسو,艾哈姆·乌苏,アイハム・アウス,,,,아이함 우수
Q100328363,Judy Fudge,,,,,,,,
Q100328369,Belmiro Mendes de Castro Filho,,,,,,,,
Q100328377,Robert Zelesnik,,,,,,,,
Q100328404,Sylwester Dworacki,,,,,,,,
Q100328436,Fernand Robache,,,,,,,,
Q100328438,Mario Torroella,,,,,,,,
Q100328440,Therese Quandt,,,,,,,,
Q100328445,Marcel Tissier,,,,,,,,
Q100328450,Gaston Persigan,,,,,,,,
Q100328453,A. Webber Borchers,,,,,,,,
Q100328458,Pierre Jouel,,,,,,,,
Q100328463,Jean Goulème,,,,,,,,
Q100328498,Patrick Meunier,,,,,,,,
Q100328515,Ole Ulfert Brunbas Lied,,,,,,,,
