entity_id,name_en,name_ru,name_ar,name_zh,name_ja,name_he,name_hi,name_el,name_ko
Q100144433,Victor Torp,,فكتور تورب,,,,,,
Q100144436,Sven Hedén,,,,,,,,
Q100144452,Stuart Mitchell,,,,,,,,
Q100144453,Antoine Belin,,,,,,,,
Q100144460,Jennifer Isaacs,,,,,,,,
Q100144461,María Josefa Canino,,,,,,,,
Q100144465,Lesley Mitchell,,,,,,,,
Q100144466,Margaret Crichton Mitchell,,,,,,,,
Q100144477,Sylvie Franzen,,,,,,,,
Q100144481,Feliciano Alonso,,,,,,,,
Q100144483,Kyle Heller,,,,,,,,
Q100144486,Élise Ventre,,,,,,,,
Q100144489,Aniko Deak,,,,,,,,
Q100144493,Miguel Rodríguez Vidal,Мигель Родригес Видаль,ميغيل رودريغيز (لاعب كرة قدم),,ミゲル・ロドリゲス・ビダル,,,,
Q1001445,Budislav Vukas,,,,,,,,
Q100144511,Pedro Albert Lasierra,,,,,,,,
Q100144515,Karin Aichhorn,,,,,,,,
Q100144517,Richard Bauer,,,,,,,,
Q100144519,Sofia Emmanouilidi,,,,,,,Σοφία Εμμανουηλίδη,
Q100144521,Manuel Bernardino de Aranguren Oro,,,,,,,,
Q100144527,Mateo Bonafonte Nogués,,,,,,,,
Q100144531,Neelu Kapur,,,,,,,,
Q100144532,Richard Bauer,,,,,,,,
Q100144533,Johanna-Leontina Aspeslagh,,,,,,,,
Q100144535,Giannis Papadatos,,,,,,,Γιάννης Παπαδάτος,
Q100144538,José Antonio Borrás Juan,,,,,,,,
Q100144539,Raymond Danowski,,,,,,,,
Q100144540,Francesc Pastor,,,,,,,,
Q100144544,González Pineda,,,,,,,,
Q100144545,Edgar-Yves,Эдгар-Ив,إدغار إيف مونو,埃德加-伊夫,エドガー=イヴ,,,,
Q100144546,Master Bartolomé,,,,,,,,
Q100144547,K. C. McDermott,,,,,,,,
Q100144548,Valeriano Bozal Urzay,,,,,,,,
Q100144549,Panagiotis Botinis,,,,,,,Παναγιώτης Μποτίνης,
Q100144555,Estanislao del Campo López,,,,,,,,
Q100144560,Vyron Ntelilo,,,,,,,Βύρων Ντελιλώ,
Q100144562,Master Bartomeu,,,,,,,,
Q100144566,Francisco de Sierra,,,,,,,,
Q100144567,José de Sierra,,,,,,,,
Q100144569,Ramón Castañeda Otermín,,,,,,,,
Q100144570,Emil Suter,,,,,,,,
Q100144572,Nikos Trivizas,,,,,,,Νϊκος Τριβιζάς,
Q100144573,James Winder Good,,,,,,,,
Q100144576,Aruna Kapur,,,,,,,,
Q100144581,Kostas Katris,,,,,,,Κώστας Κάτρης,
Q100144584,Diego Sánchez,,,,,,,,
Q100144588,Mary Ann Hunter,,,,,,,,
Q100144590,José Codina Suqué,,,,,,,,
Q100144592,Christian Wüster,,,,,,,,
Q100144596,Eugenia Salcu,,,,,,,,
Q1001446,Budivoj,Будивой,,,,,,,
Q100144637,Francine Beaudry,,,,,,,,
Q100144642,Alan Drengson,,,,,,,,
Q100144643,Jaehoon Yeon,Джэхун Ён,,杰洪·耶翁,ヨン・ジェフン,,,,연재훈
Q100144646,Caroline Manning Cunningham,,,,,,,,
Q100144648,Inmaculada Delgado Cobos,,,,,,,,
Q100144650,Donald Traver,,,,,,,,
Q100144655,Darya Menshikova,Дарья Александровна Меншикова,,,,,,,
Q100144656,Lorenzo Casini,,,,,,,,
Q100144657,Lorenzo Casini,,,,,,,,
Q100144659,Ecaterina Vig,,,,,,,,
Q100144661,Mario Ferradini,,,,,,,,
Q100144662,Mario Ferradini,,,,,,,,
Q100144664,Catherine Coleman Flowers,,,,,,,,
Q100144666,Gheorghe Irimia,,,,,,,,
Q100144668,Mohammed Baasiri,Мухаммед Баасири,محمد بعاصيري,,,,,,
Q100144669,Anna Klingst,,,,,,,,
Q100144670,Gerty Colin,,,,,,,,
Q100144672,Edgar A. Dryden,,,,,,,,
Q100144678,Bruna Pecciarini,,,,,,,,
Q100144681,Michèle Darmon,,,,,,,,
Q100144685,Karen Hubbard,,,,,,,,
Q100144686,James Henry Foster,,,,,,,,
Q100144687,Vincenc Strašryba,,,,,,,,
Q100144689,Lenka Trajkovski,,,,,,,,
Q100144691,Doug Cole,,,,,,,,
Q100144693,Joseph Skidmore,,,,,,,,
Q100144694,William Edmund Brewster,,,,,,,,
Q100144695,Abiatha Briggs Brewster,,,,,,,,
Q100144696,William Brewster,,,,,,,,
Q100144697,Morgan Brewster,,,,,,,,
Q100144698,William Brewster,,,,,,,,
Q100144699,Ichabod Brewster,,,,,,,,
Q1001447,Gábor Financsek,,,,,,,,
Q100144701,Olive Brewster,,,,,,,,
Q100144702,Ruth Morgan,,,,,,,,
Q100144703,Nathaniel Brewster,,,,,,,,
Q100144705,"Chen, Xinyi",,,,,,,,
Q100144707,Pedro de La Cueva,,,,,,,,
Q100144708,Earl M. Maltz,,,,,,,,
Q100144710,Bohuslava Heranová,,,,,,,,
Q100144714,Laurence C. Gilbert,,,,,,,,
Q100144716,Caroline Patey,,,,,,,,
Q100144717,Elizabeth Macy Staton,,,,,,,,
Q100144718,Daniel K. Williams,,,,,,,,
Q100144721,Gordana Janjić,,,,,,,,
Q100144725,Martha Alice Macy,,,,,,,,
Q100144726,Edoardo Albert,,,,,,,,
Q100144731,Luke Fattorusso,,,,,,,,
Q100144733,Édouard Romberg,,,,,,,,
Q100144734,Carl Friedrich Vollertsen,,,,,,,,
Q100144736,Karin Oellers-Frahm,,,,,,,,
Q100144738,Auguste Florenville,,,,,,,,
Q100144739,Michel Routart,,,,,,,,
Q100144741,Ishmael W. Macy,,,,,,,,
Q100144742,Edward Burton Macy,,,,,,,,
Q100144744,Emile Rombaut,,,,,,,,
Q100144745,Priya Blackburn,Прия Блэкберн,,,,,,Πρίγια Μπλάκμπερν,
Q100144748,Guillaume Oury,,,,,,,,
Q100144749,Clyde M. Creveling,,,,,,,,
Q100144751,Christophe Verdot,,,,,,,,
Q100144752,Jethro Thomas Macy,,,,,,,,
Q100144753,Jonathan Macy,,,,,,,,
Q100144754,Lucinda Macy,,,,,,,,
Q100144755,Victor Blondel,,,,,,,,
Q100144756,Eunice Barnard,,,,,,,,
Q100144757,Deborah Fitch,,,,,,,,
Q100144761,Fausto Galuzzi,,,,,,,,
Q100144762,Snežana Šipka,,,,,,,,
Q100144765,Sylvain Cartigny,,,,,,,,
Q100144776,Edmond Leplae,,,,,,,,
Q100144777,Victor Selb,,,,,,,,
Q100144782,Fátima Fernández Cano,,,,,,,,
Q100144783,Lionel Oxenham,,,,,,,,
Q100144784,Ian Oxenford,,,,,,,,
Q100144786,Harold Noyes,,,,,,,,
Q100144787,Bradley Webb,,,,,,,,
Q100144788,Prosper Bevierre,,,,,,,,
Q100144789,Warwick Neville,,,,,,,,
Q100144792,Frank Nolan,,,,,,,,
Q100144793,Henri Remes,,,,,,,,
Q100144794,Alberto Thompson,,,,,,,,
Q100144795,Charles D'Hoy,,,,,,,,
Q100144796,Quinn Konopacky,,,,,,,,
Q100144797,Hathaway Brewster,,,,,,,,
Q100144798,Thomas Wilson Mitchell,,,,,,,,
Q100144800,Valerie Tew,,,,,,,,
Q100144801,Stewart Southworth Hathaway,,,,,,,,
Q100144802,Cora Southworth Hathaway,,,,,,,,
Q100144803,Anne-Marié Waser,,,,,,,,
Q100144804,Henri Speeckaert,,,,,,,,
Q100144805,Lydia Hart Rountree,,,,,,,,
Q100144806,Richmond Southworth,,,,,,,,
Q100144807,Alden Southworth,,,,,,,,
Q100144808,Mukunda Behari Mullick,,,,,,,,
Q100144809,Isaac Southworth,,,,,,,,
Q100144810,Gideon Southworth,,,,,,,,
Q100144811,Mary Southworth,,,,,,,,
Q100144813,Colette Herzog,,,,,,,,
Q100144814,René Desclée,,,,,,,,
Q100144815,Alfred Schmidt,,,,,,,,
Q100144818,Georges Kemna,,,,,,,,
Q100144824,Abigail Southworth,,,,,,,,
Q100144830,Wacław Mileski,,,,,,,,
Q100144832,Wojciech Jarochowski,,,,,,,,
Q100144833,John Pabodie,,,,,,,,
Q100144835,Rebecca Pabodie,,,,,,,,
Q100144836,Anna Gray,,,,,,,,
Q100144837,Piotr Romanowicz,,,,,,,,
Q100144850,Kazimierz Klimowski,,,,,,,,
Q100144857,Panagiotis Skoufis,,,,,,,Παναγιώτης Σκούφης,
Q100144862,Józef Hube,,,,,,,,
Q100144864,John Bechtel Tew,,,,,,,,
Q100144865,"James Dinsmore Tew, Sr.",,,,,,,,
Q100144868,Harvey Williams Tew,,,,,,,,
Q100144869,William Henry Tew,,,,,,,,
Q100144871,Priscilla Tew,,,,,,,,
Q100144872,Susannah Fish (Sisson),,,,,,,,
Q100144874,Joseph Sisson,,,,,,,,
Q100144880,Antoni Witold Miller,,,,,,,,
Q100144883,Anna Carter Harrison,,,,,,,,
Q100144889,Norbert Golichowski,,,,,,,,
Q100144896,Sharon Crowley,,,,,,,,
Q100144924,Richard Sisson,,,,,,,,
Q100144927,Richard Sisson,,,,,,,,
Q100144932,Lydia Sisson,,,,,,,,
Q100144945,Alice Sisson,,,,,,,,
Q100144952,William Soule,,,,,,,,
Q100144957,Florian Bogdanowicz,,,,,,,,
Q100144961,Hannah Soule,,,,,,,,
Q100144998,Michael Rowan,,,,,,,,
Q100145011,Wawrzyniec Pietrucha,,,,,,,,
Q100145022,Akis Kavallieratos,,,,,,,Άκης Καβαλλιεράτος,
Q100145033,Kazimierz Napoleon Królikowski,,,,,,,,
Q100145088,Ruth Sisson,,,,,,,,
Q100145089,Benjamin Sherman,,,,,,,,
Q100145090,Derek V. Ellis,,,,,,,,
Q100145092,Joseph Sherman,,,,,,,,
Q100145096,Kimberley Page-Jones,,,,,,,,
Q1001451,Budivoj I of Krumlov,Будивой из Крумлова,,,,,,,
Q100145106,William Tew,,,,,,,,
Q100145107,Elizabeth Tew,,,,,,,,
Q100145109,Benjamin Hathaway,,,,,,,,
Q100145112,Phillippa Hathaway,,,,,,,,
Q100145113,Ambrose Reisch,,,,,,,,
Q100145126,Sylvia Whitman,,,,,,,,
Q100145143,Phillipa Chase,,,,,,,,
Q100145146,Galen Brewster,,,,,,,,
Q100145153,Maurice Fournier,,,,,,,,
Q100145173,Maurice Fournier,,,,,,,,
Q100145178,Joan Ryerson,,,,,,,,
Q100145182,Manos Venieris,,,,,,,Μάνος Βενιέρης,
Q100145207,Donald Mitchell Ryerson,,,,,,,,
Q100145211,Latifa Benhalima,,لطيفة بنحليمة,,,,,,
Q100145231,Pilar Moraguez,,,,,,,,
Q100145232,Elof Hedendahl,,,,,,,,
Q100145254,Michael Eibl,,,,,,,,
Q100145257,Michel Rochon,,,,,,,,
Q100145261,Danny Hurd,,,,,,,,
Q100145262,Mary Pringle Ryerson,,,,,,,,
Q100145284,Greg Milner,,,,,,,,
Q100145294,Kajsa Crona,,,,,,,,
Q100145298,Anushavan Hunanyan,,,,,,,,
Q100145317,Israel Cohen,,,,,,,,
Q100145322,Mary Frances Mitchell,,,,,,,,
Q100145325,Roy E. Gilbreath,,,,,,,,
Q100145327,William Bull Pringle,,,,,,,,
Q100145330,Sue Anderson,,,,,,,,
Q100145332,Jovan Jones,,,,,,,,
Q100145339,Alfred Mitchell,,,,,אלפרד מיטשל,,,
Q100145354,Sylvain Pelissier,,,,,,,,
Q100145362,Singleton Van Buren,,,,,,,,싱글턴 밴뷰런
Q100145376,Lucretia Mumford Mitchell,,,,,,,,
Q100145378,Nathaniel Shaw Woodbridge,,,,,,,,
Q100145413,Eric G. Ball,,,,,,,,
Q100145440,Rebecca Mitchell (Mix),,,,,,,,
Q100145442,Natalia Zertsalova,,,,,,,,
Q100145444,Mary Mix,,,,,,,,
Q100145468,Eric Quincy Tate,,,,,,,,
Q100145498,Elizabeth Mumford,,,,,,,,
Q100145502,John Mumford,,,,,,,,
Q100145504,Lucretia Mumford,,,,,,,,
Q100145545,Adrea Cocagi,,,,,,,,
Q100145555,Peddibhotla Lakshminarasimham,,,,,,,,
Q100145562,Harutyun Kirakosyan,,,,,,,,
Q100145568,John Christophers,,,,,,,,
Q100145569,Christopher Christophers,,,,,,,,
Q100145589,Jerusha Christophers,,,,,,,,
Q100145590,John Gardiner,,,,,,,,
Q100145594,Sarah Gardiner Davis,,,,,,,,
Q100145604,Yelizaveta Yusupova,Елизавета Борисовна Юсупова,,,,,,,
Q100145614,Maxime Oltmann,,,,,,,,
Q100145615,Denka Katić,,,,,,,,
Q100145635,Karl Blumberg,,,,,,,,
Q100145665,Wijnand Zeeuw,,,,,,,,
Q100145700,Brian Musonda,,,,,,,,
Q100145708,Shaft Katuka,,,,,,,,
Q100145709,"Earle Henry Buck, Sr.",,,,,,,,
Q100145710,Frank L. Buck,,,,,,,,
Q100145711,Whitmore Hall Buck,,,,,,,,
Q100145712,Owen Kaposa,,,,,,,,
Q100145713,Horace Buck,,,,,,,,
Q100145715,Daniel Buck,,,,,,,,
Q100145723,Matthew Buck,,,,,,,,
Q100145729,Perphias Malekano,,,,,,,,
Q100145732,Souren Hovakimyan,,,,,,,,
Q100145733,Elizabeth Buck,,,,,,,,
Q100145737,Elizabeth Selee,,,,,,,,
Q100145740,Steward Chikandiwa,,,,,,,,
Q100145747,Malcom Ferdinand,,,,,,,,
Q100145753,Derrick Shapande,,,,,,,,
Q100145754,Niamh Blackshaw,,,,ニアム・ブラックショウ,,,,
Q100145756,Shy Kumwenda,,,,,,,,
Q100145759,Moffat Mtonga,,,,,,,,
Q100145765,Kathleen Barry Moloney,,,,,,,,
Q100145767,Wubetu Abate,,ووبيتو أباتي,烏別圖·阿巴特,,וובטו אבטה,,,
Q100145786,William Gabriel Duvall,,,,,,,,
Q100145788,Gabriell Duvall,,,,,,,,
Q100145789,Benjamin Duvall,,,,,,,,
Q100145794,Andrew Jackson Roberts,,,,,,,,
Q100145802,Hans Rudolf Güdemann,,,,,,,,
Q100145815,Maria Meijll,,,,,,,,
Q100145817,Androniki Drakou,,أندرونيكى دراكو,,,,,Ανδρονίκη Δράκου,
Q100145850,Allen Ellison,,,,,,,,
Q100145874,Margreet van Putten,,,,,,,,
Q100145889,Jean François Ribeaupierre,Иван Степанович Рибопьер,,,,,,,
Q100145902,Guido Coppa,,,,,,,,
Q100145917,Tahir Mamman,,,,,,,,
Q100145930,Petra van der Burg,,,,,,,,
Q100145932,Alexandre Raymond,,,,,,,,
Q100145947,Jackson Rodríguez Perlaza,,,,,,,,
Q100145948,Ida Vonkennel-Wachter,,,,,,,,
Q100145957,Antón Sánchez,,,,,,,,
Q100145958,Yelena Saltykova,Елена Александровна Салтыкова,,,,,,,
Q100145961,Marja Kooiman,,,,,,,,
Q100145970,Nicolas Lévesque,,,,,,,,
Q100145997,Kaikilani Coney Vos,,,,,,,,
Q100145999,John Harvey Coney,,,,,,,,
Q1001460,Imre Findura,,,,,,,,
Q100146000,Laura Amoi Kekuakapu o Kekuaokalani Coney,,,,,,,,
Q100146014,Anna Carbonell,,,,,,,,
Q100146018,Pierre Pothier,,,,,,,,
Q100146028,Johann Baptist Weiß,,,,,,,,
Q100146035,Florence Pelletier,,,,,,,,
Q100146037,Caroline Côté,,,,,,,,
Q100146043,Khira Sdiri-Loulizi,,,,,,,,
Q100146048,Brigitta Suchanek,,,,,,,,
Q100146051,Cathy Schechterly,,,,,,,,
Q100146053,Monica Ptacnik,,,,,,,,
Q100146055,Manci Schacht,Манци Шахт,,,,,,,
Q100146057,Gabriela Trmal,,,,,,,,
Q100146064,Elisabeth Mayrhofer,,,,,,,,
Q100146080,Agrafena Bibikova,Аграфена Александровна Бибикова,,,,,,,
Q100146087,Annika Jyrwall Åkerberg,,,,,,,,
Q100146088,Barbara Ann Davis Prince,,,,,,,,
Q100146092,Guadalupe Castillo,,,,,,,,
Q100146111,Victoria M. Castro,,,,,,,,
Q100146113,Karoline Leavitt,Кэролайн Ливитт,كارولين ليفات,卡羅琳·萊維特,カロリン・クレア・リーヴィット,קרוליין לוויט,,,캐럴라인 레빗
Q100146114,Derrick Kabwe,,,,,,,,
Q100146116,Ben Mwanza,,,,,,,,
Q100146121,Hayden Cann,,,希頓·簡恩,,,,,
Q100146123,Brian Chewe,,,,,,,,
Q100146124,Al Drago,,,,,,,,
Q100146125,John Mwengani,,,,,,,,
Q100146127,Amelia Ceja,,,,,,,,
Q100146128,Masauso Zimba,,ماسوسو زيمبا,,,,,,
Q100146129,Maria Lansink,,,,,,,,
Q100146131,Charles Muntanga,,,,,,,,
Q100146132,Kebson Kamanga,,كيبسون كامانجا,,,,,,
Q100146135,Eric William Chomba,,,,,,,,
Q100146137,James Beckerley,,,,,,,,
Q100146141,Keegan Phiri,,,,,,,,
Q100146142,Judge Mkandawire,,,,,,,,
Q100146146,Adam Trenčan,,,,,,,,
Q100146153,Josepie Niviaxie,,,,,,,,
Q100146165,Adolf von Linstow,,,,,,,,
Q100146172,Manfred Körber,,,,,,,,
Q100146173,Thomas Trautenberger,,,,,,,,
Q100146174,Mason Greer,Мэйсон Грир,,,,,,,
Q100146177,Margarita Cepeda-Leonardo,,,,,,,,
Q100146187,Rulia Sultana,,,,,,,,
Q100146189,Charles Dilbeck,,,,,,,,
Q100146192,H. T. J. Coleman,,,,,,,,
Q100146222,Antònia Gironès i Bofill,,,,,,,,
Q100146225,Sylvia de Leon Chalreo,,,,,,,,
Q100146226,Mohammed Louz,,محمد اللوز,,,,,,
Q100146231,Rufus Coleman,,,,,,,,
Q100146243,Sydney William Britton,,,,,,,,
Q100146255,Bernard Young,,,,,,,,
Q100146267,Ibtihaj Al-Yawar,,ابتهاج الياور,,,,,,
Q100146273,Pat Eby,,,,,,,,
Q100146276,Philipp Wäger,,,,,,,,
Q100146277,Cornelius Hermes,,,,,,,,
Q100146281,Kathy Iandoli,,,,,,,,
Q100146282,Abu Yaqub Yusuf al-Zuhayli al-Badisi,,أبو يعقوب البادسي,,,,,,
Q100146284,Ablay Shugaipov,,,,,,,,
Q100146286,Bryce Hamilton,,,,,,,,
Q100146287,Reggie Dupree,,,,,,,,
Q100146289,Kyran Lofthouse,,,,,,,,
Q100146290,Fader Andres Ardila Cano,,,,,,,,
Q100146291,Boris Gutin,"Гутин, Борис Михайлович",,,,,,,
Q100146293,Anne Edwards,,,,,,,,
Q100146295,Charity Burton,,,,,,,,
Q100146297,Vânia de Marchi,,,,,,,,
Q100146298,Grzegorz Wilk-Jakubowski,,,,,,,,
Q100146300,Mars Mikhailov,"Михайлов, Марс Константинович",,,,,,,
Q100146338,Sandy Oldfield,,,,,,,,
Q100146340,Meredith Edwards,,,,,,,,
Q100146345,Apollonia Saintclair,,,,,,,,
Q100146346,Aarón Rey,,,利亞倫,,,,,
Q100146347,Ali Gaye,,,,,,,,
Q100146350,Ayman al-Rubo,,,,,,,,
Q100146351,Betty Maina,,,贝蒂·玛依娜,,,,,
Q100146352,Bill Buckle,,,,,,,,
Q100146353,Camilo Sánchez,,,,,,,,
Q100146354,Christian Harris,,,,,,,,
Q100146355,Connor Bailey,,,,,,,,
Q100146356,Cord Jefferson,Корд Джефферсон,,科德·杰斐遜,コード・ジェファーソン,קורד ג'פרסון,,,코드 제퍼슨
Q100146357,DeAngelo Malone,,,,,,,,
Q100146358,Dean Owens,,,,,,,,
Q100146359,Diego Cor,,دييغو كو,,,,,,
Q100146360,Donna Farber,,,,,,,,
Q100146363,Fábio Baptista,,,,ファビオ・バプティスタ,,,,
Q100146364,Haydn Smart,,,,,,,,
Q100146365,Hu Xingyu,,,,胡興雨,,,,
Q100146366,Ismaeel Buba Ahmed,,,,,,,,
Q100146367,Ivor Lloyd,,,,,,,,
Q100146368,Jean-Claude Kassi Brou,,,让-克洛德·布鲁,,,,,
Q100146369,Joe El,,,,,,,,
Q100146370,John Tenaglia,,,,,,,,
Q100146373,Khaleed Abdul,,,,,,,,
Q100146374,KhamPheng Saysompheng,,,,カムペーン・サイソムペーン,,,,
Q100146376,Li Xingqi,,,,,,,,
Q100146377,Lisa Meeks,,,,,,,,
Q100146378,Marcelo Garcés,,,,,,,,
Q100146380,Mohammad Mashayekh,,,,,,,,
Q100146381,Mohamed Aissa Meddeb,,محمد عيسى المؤدب,,,,,,
Q100146384,Norman Sylliboy,,,,,,,,
Q100146386,Omar El Kurdi,,عمر الكردي,,,,,,
Q100146387,Patricia Kombo,,,,,,,,
Q100146388,Prince Moncrieffe,,,,,,,,
Q100146390,Reuben Ogbonnaya,,,,,,,,
Q100146391,Robin Das,,,,,,,,
Q100146392,Ryan Rivett,,,,,,,,
Q100146393,Sai Na,,,,,,,,
Q100146395,Shahin Rostami,,,,,,,,
Q100146396,Simon Chelugui,,,,,,,,
Q100146397,Sisir Ghosh,,,,,,,,
Q100146398,Sonny Jay,,,,,,,,
Q100146399,Sudipto Balav,,,,,,,,
Q100146400,Sumit Pathak,,,,,,,,
Q100146401,Vincent Rivera,,,,,,,,
Q100146402,Xavier Miller,,,,,,,,
Q100146403,Yeom Seungsuk,,,,,,,,염승숙
Q100146405,Zbyněk Mařák,,,,,,,,
Q100146406,Martin Frensdorff,,,,,,,,
Q100146408,Robert F. Harrison,,,,,,,,
Q100146409,Khalifah ibn Ali al-Ahsa'i,,خليفة بن علي الأحسائي,,,,,,
Q100146430,Jack Hopkins,,,,,,,,
Q100146431,N'Diagne Adechoubou,,,,,,,,
Q100146433,Michael Elechi,,,,,,,,
Q100146434,Ross Crane,,,,,,,,
Q100146436,Jessie Lemonier,,,,,,,,
Q100146437,Billy Layton,,,,,,,,
Q100146438,Kenneth R. Whitesell,,,肯尼斯·懷特賽爾,,,,,
Q100146440,James Wai Kuo Shih,,,史维国,,,,,
Q100146441,Adam Klasfeld,,,,,,,,
Q100146443,Ariah Judah Leib Sirkin,,,,,,,,
Q100146445,Chanesh Ram Rathiya,,,,,,,,
Q100146447,Ernest York,,,,,,,,
Q100146449,Gene Johns,,,,,,,,
Q100146450,Gordon Clem,,,,,,,,
Q100146451,Harrold Sincock,,,,,,,,
Q100146452,Houghton Townley,,,,,,,,
Q100146456,José Ramón Ávalos Navarrete,,,,,,,,
Q100146459,Judah Leib Bonhardt,,,,,,,,
Q100146460,Julien Loisel,,,,,,,,
Q100146464,Norman Oswald,,,,,,,,
Q100146467,Pádraig Murphy,,,,,,,,
Q100146468,Robert Loret,,,,,,,,
Q100146469,S.V. Deshpande,,,,,,,,
Q100146477,W. Randle Iredale,,,,,,,,
Q100146488,Per Hedenius,,,,,,,,
Q100146491,Gilbert Kennedy Asmah,,,,,,,,
Q100146494,Edibe Gölgeli,,,,,,,,
Q100146500,Jesse M. Barrett,,,,,,,,
Q100146519,Katung Aduwak,,,,,,,,
Q100146522,Arthur Veysey,,,,,,,,
Q100146523,Tyler Hall,,,,,,,,
Q100146524,Kieran Phillips,,,,,,,,
Q100146525,Gil Borqere,,,,,,,,
Q100146526,Fred Bevin,,,,,,,,
Q100146528,Arthur Osman Farquhar Stuart,,,,,,,,
Q100146529,D. M. Low,,,,,,,,
Q100146530,Daniel Ruge,,,,,,,,
Q100146531,David Hurst Knott,,,,,,,,
Q100146532,Eddie Lee,,,,,,,,
Q100146533,Edwards W. Fiske,,,,,,,,
Q100146534,Ford Smith,,,,,,,,
Q100146535,Frank M. Jones,,,,,,,,
Q100146536,Guy Bullen,,,,,,,,
Q100146537,J. Thomas Taylor,,,,J・トーマス・テイラー,,,,
Q100146539,Jacobus Bruyn,,,,,,,,
Q100146540,James Jeffray,,,,,,,,
Q100146541,John T. Gorman,,,,,,,,
Q100146542,Joseph Manzo,,,,,,,,
Q100146543,Julio Rojo,,,,,,,,
Q100146544,Kenneth Reiner,,,,,,,,
Q100146545,Mary H. Dickerson,,,,,,,,
Q100146546,Philip of Tripoli,,,菲利普,フィリップ,,,,
Q100146547,Pir Hadi Hassan Bux Shah Jilani,,,,,,,,
Q100146549,Rudolf Arn,,,,,,,,
Q100146550,Sarah Corbin Robert,,,,,,,,
Q100146552,Ted Shaw,,,,,,,,
Q100146553,Janet Oates,,,,,,,,
Q100146555,William E. McCormick,,,,,,,,
Q100146558,Gabriel Conte,,,,,,,,
Q100146561,Charles Joachim Lefèvre,,,,,,,,
Q100146562,Eliya IV,,,,,,,,
Q100146563,Eliya V,,,,,,,,
Q100146564,John Bő,,,,,,,,
Q100146565,"Roger, Bishop of Lydda and Ramla",,,,,,,,
Q100146566,Shemon III,,,,,,,,
Q100146567,Thomas C. Marshall Jr,,,,,,,,
Q100146568,Tsoede,,,,,,,,
Q100146569,William Stuart Stirling-Crawfurd,,,,,,,,
Q100146606,Amy Curtis,,,,,,,,
Q100146609,Peeter Laredei,,,,,,,,
Q100146611,Francisco de Castillejo,,,,,,,,
Q100146612,Celai West,Селай Вест,,Celai West,,,,,
Q100146615,Elizabeth Vincent,,,,,,,,
Q100146617,Esther Morales,,,,,,,,
Q100146621,Houkje Gerrits Bouma,,,,,,,,
Q100146623,Ilda Aurora Pinheiro de Moura Machado,,,,,,,,
Q100146624,Jacqueline Reses,,,,,,,,
Q100146625,Mickey Astel,,,,,מיקי אסטל,,,
Q100146626,Maeve Gilchrist,,ميف جيلكرايست,,,,,,
Q100146627,Marina Rosenberg,,,,,מרינה רוזנברג,,,
Q100146628,Marjorie Thomson,,,,,,,,
Q100146632,Salma Samar Damluji,,سلمى سمر الدملوجي,,,,,,
Q100146633,Svetlana Kopylova,,,,,,,,
Q100146646,Nicolo Boscovich,,,,,,,,
Q100146651,Cindy Grimm,,,,,,,,
Q100146652,Nicolás Quagliata,Николас Квальята,,,,,,Νικολάς Κουαλιάτα,
Q100146654,Dalia Ziada,,داليا زيادة,,,דליה זיאדה,,,
Q100146656,Judy Piatkus,,,,,,,,
Q100146659,Stone Ishimaru,,,,,,,,
Q100146663,Kanji Yano,,,,矢野勘治,,,,
Q100146666,Mito Kehayov,,,,,,,,
Q100146670,Kenzō Sugiura,,,,杉浦健造,,,,스기우라 겐조
Q100146671,Saburō Sugiura,,,,杉浦三郎,,,,스기우라 사부로
Q100146676,Shūin Naitō,,,,内藤秀因,,,,
Q100146686,Tara Gandhi,,,,,,तारा गाँधी,,
Q100146688,Wang Henei,,,王合内,,,,,
Q100146691,Olivier Chavarot,,,,,,,,
Q100146692,Cristian Ojovan,,,,クリスチアン・オジョバン,,,,
Q100146694,Rodrigo Mena,,,,,,,,
Q100146726,Nicolas Bourgoin,,,,,,,,
Q100146728,Russell Sipe,,,,,,,,
Q100146747,Arnaldo Leite Pereira,,,,,,,,
Q100146790,Johnny Wilson,,,,,,,,
Q100146791,Wang Quanyuan,,,王泉媛,,,,,
Q100146795,Elizabeth Harrison,,,,,,,,
Q100146796,Nicolas Plain,,,,,,,,
Q100146797,George Jones,,,,,,,,
Q100146799,Wang Yingchun,,,王迎春,,,,,
Q100146801,Concha Colón,,,,,,,,
Q100146809,Henry Edward Knobel,,,,,,,,
Q100146820,Wu Fulian,,,吳富蓮,,,,,
Q100146877,Wulan,,,烏蘭,,,,,
Q1001469,Antal Fink,,,,,,,,
Q100146974,Charlotte Beck,,,,,,,,
Q100147027,Xiao Yuehua,,,萧月华,,,,,
Q1001471,Kálmán Fink Forgács,,,,,,,,
Q1001472,Jusztin János Fink,,,,,,,,
Q100147248,Xie Xiaomei,,,謝小梅,,,,,
Q100147342,William LeBlond,,,,,,,,
Q100147497,Samuel LeBlond,,,,,,,,
Q1001475,József Finkei,,,,,,,,
Q100147500,Ellie LeBlond Sosa,,,,,,,,
Q100147505,James Lyon,,,,,,,,
Q100147541,Carlos Hobert,,,,,,,,
Q100147557,Bohdan Ruban,Богдан Рубан,,,,,,,
Q100147583,Susanna Boylston Adams,Сюзанна Бойлстон Адамс,,,,,,,
Q1001477,Pál Finkei,,,,,,,,
Q100147817,Sumitra Kulkarni,Сумитра Кулкарни,,,,,सुमित्रा गांधी कुलकर्णी,,
Q100147865,Cameron Cross,,,,,,,,
